hvfhs_license_num,trips,avg_miles,avg_fare,avg_driver_pay,operator,share_pct
HV0003,167756559,4.536868912827342,25.472331717294455,19.550589504933615,Uber,72.16
HV0005,64706833,4.319525895139956,23.406447021452863,18.50107828380244,Lyft,27.84
